precio,expensas,metros,ambientes,banos,direccion,barrio
USD 420.000,$ 465.000 Expensas,117 m² tot.,4 amb.,3 baños,Jorge Newbery al 1700,"Las Cañitas, Palermo"
USD 1.232.000,,149 m² tot.,3 amb.,2 baños,Azucena Villaflor al 500,"Puerto Madero, Capital Federal"
USD 120.000,$ 240.000 Expensas,39 m² tot.,1 amb.,1 baño,Av. Las Heras al 2600,"Recoleta, Capital Federal"
USD 119.500,$ 200.000 Expensas,55 m² tot.,2 amb.,1 baño,Ugarteche al 2800,"Botánico, Palermo"
USD 160.000,,54 m² tot.,2 amb.,1 baño,Hidalgo al 200,"Caballito Norte, Caballito"
USD 172.200,,57 m² tot.,2 amb.,1 baño,Hidalgo 200,"Caballito, Capital Federal"
USD 218.000,,100 m² tot.,4 amb.,2 baños,Pizarro al 5800,"Liniers, Capital Federal"
USD 67.000,,80 m² tot.,3 amb.,2 baños,Condor  al 2600,"Villa Soldati, Capital Federal"
USD 55.000,$ 107.250 Expensas,39 m² tot.,1 amb.,1 baño,Portela 300,"Floresta, Capital Federal"
USD 77.000,,35 m² tot.,1 amb.,1 baño,Pizarro al 5800,"Liniers, Capital Federal"
USD 900.000,$ 980.000 Expensas,150 m² tot.,4 amb.,2 baños,Godoy Cruz al 3000,"Palermo Nuevo, Palermo"
USD 123.000,,46 m² tot.,2 amb.,1 baño,Puan 658. Entre Avenida directorio y Gregorio de laferrere,"Caballito, Capital Federal"
USD 450.000,,130 m² tot.,4 amb.,2 baños,Av Olazabal al 4900,"Villa Urquiza, Capital Federal"
USD 76.000,$ 205.000 Expensas,31 m² tot.,1 amb.,1 baño,Avenida Jujuy  al 1700,"Parque Patricios, Capital Federal"
USD 94.894,,42 m² tot.,1 amb.,1 baño,Emprendimiento Venta - Aria - García del Río y Plaza,"Saavedra, Capital Federal"
USD 122.000,$ 210.000 Expensas,78 m² tot.,4 amb.,2 baños,Billinghurst 75 Entre Av Rivadavia y Bartolomé Mitre,"Almagro, Capital Federal"
USD 759.625,,160 m² tot.,4 amb.,2 baños,Av. Comodoro Martín Rivadavia al 1600,"Núñez, Capital Federal"
USD 278.000,$ 269.000 Expensas,73 m² tot.,3 amb.,2 baños,Santos Dumont al 3400,"Colegiales, Capital Federal"
USD 230.000,,79 m² tot.,3 amb.,2 baños,Fragata Sarmiento  al 400,"Caballito, Capital Federal"
USD 1.289.999,,467 m² tot.,,,Mendoza al 5700 y Ceretti al 2100,"Villa Urquiza, Capital Federal"
USD 950.000,,136 m² tot.,3 amb.,2 baños,Av. del Libertador al 7400,"Núñez, Capital Federal"
USD 250.000,,160 m² tot.,5 amb.,2 baños,Lugones al 4900,"Saavedra, Capital Federal"
USD 88.500,,39 m² tot.,1 amb.,1 baño,Venezuela al 900 9 E,"Monserrat, Capital Federal"
USD 12.500,$ 20.000 Expensas,12 m² tot.,,,ESMERALDA 718. Entre Viamonte y Av Cordoba,"Centro / Microcentro, Capital Federal"
USD 582.300,,101 m² tot.,3 amb.,2 baños,Cabello Esquina Lafinur,"Botánico, Palermo"
USD 118.000,$ 128.000 Expensas,58 m² tot.,3 amb.,1 baño,Bonifacio al 2200,"Flores, Capital Federal"
USD 430.000,,72 m² tot.,2 amb.,1 baño,Julieta Lanteri 1700,"Puerto Madero, Capital Federal"
USD 115.000,$ 82.000 Expensas,62 m² tot.,3 amb.,1 baño,AV. ENTRE RIOS 2140. Entre Av. caseros y Rondeau,"Constitución, Capital Federal"
USD 330.000,,144 m² tot.,,2 baños,Humboldt 1587,"Palermo, Capital Federal"
USD 238.680,$ 189.964 Expensas,63 m² tot.,2 amb.,1 baño,BAU Juncal | Juncal 2481 | 8° A,"Barrio Norte, Capital Federal"
USD 203.500,,80 m² tot.,3 amb.,2 baños,Belaustegui al 800,"Villa Crespo, Capital Federal"
USD 119.000,,64 m² tot.,1 amb.,1 baño,Paraguay 627,"Retiro, Capital Federal"
USD 120.000,$ 165.000 Expensas,65 m² tot.,3 amb.,1 baño,Teniente General Juan Domingo Perón 3900,"Almagro, Capital Federal"
USD 77.000,$ 100.000 Expensas,39 m² tot.,2 amb.,1 baño,Virrey Arredondo 2400,"Belgrano, Capital Federal"
USD 159.000,$ 165.000 Expensas,108 m² tot.,4 amb.,1 baño,Lascano al 2300,"Villa del Parque, Capital Federal"
USD 129.000,$ 197.000 Expensas,99 m² tot.,3 amb.,2 baños,"HUMBERTO 1 1500. Entre Cevallos, virrey y Saenz peÑa, luis","Constitución, Capital Federal"
USD 288.000,,90 m² tot.,3 amb.,1 baño,Caaguazú  al 5800,"Villa Luro, Capital Federal"
USD 240.000,,418 m² tot.,,,Virrey Cevallos al 1400,"Constitución, Capital Federal"
USD 121.000,$ 73.400 Expensas,36 m² tot.,2 amb.,1 baño,Serrano 1300,"Palermo Soho, Palermo"
USD 138.000,$ 150.000 Expensas,68 m² tot.,3 amb.,1 baño,Avenida Díaz Vélez 3700,"Almagro, Capital Federal"
USD 94.900,$ 250.000 Expensas,67 m² tot.,3 amb.,1 baño,Alvarez Thomas al 800,"Colegiales, Capital Federal"
USD 145.000,$ 320.000 Expensas,102 m² tot.,4 amb.,1 baño,Rivadavia  al 6000,"Caballito, Capital Federal"
USD 86.451,,37 m² tot.,1 amb.,1 baño,Vuelta de Obligado al 4800,"Núñez, Capital Federal"
USD 158.000,$ 120.000 Expensas,74 m² tot.,3 amb.,1 baño,Guayra al 2100,"Núñez, Capital Federal"
USD 285.000,$ 300.000 Expensas,91 m² tot.,4 amb.,2 baños,Libertador al 7300,"Núñez, Capital Federal"
USD 790.000,$ 950.000 Expensas,291 m² tot.,5 amb.,4 baños,Pueyrredon  al 2300,"Recoleta, Capital Federal"
USD 460.000,,147 m² tot.,,,Moldes  al 2700,"Belgrano, Capital Federal"
USD 136.000,$ 215.000 Expensas,44 m² tot.,2 amb.,1 baño,Billinghurst 1100,"Palermo, Capital Federal"
USD 355.000,$ 600.000 Expensas,141 m² tot.,4 amb.,1 baño,"Callao al 1900,  Caba","Recoleta, Capital Federal"
USD 85.000,,69 m² tot.,4 amb.,1 baño,Saavedra al 400,"Balvanera, Capital Federal"
USD 198.000,$ 234.000 Expensas,90 m² tot.,3 amb.,2 baños,Lafinur 3000,"Palermo, Capital Federal"
USD 490.000,$ 650.000 Expensas,98 m² tot.,3 amb.,2 baños,Salguero al 3000,"Palermo Chico, Palermo"
USD 69.900,$ 100.000 Expensas,23 m² tot.,1 amb.,1 baño,Vidal 1716,"Belgrano, Capital Federal"
USD 180.000,$ 160.000 Expensas,69 m² tot.,3 amb.,2 baños,Gavilán e/ Páez y Felipe Vallese,"Flores, Capital Federal"
USD 310.000,,101 m² tot.,3 amb.,2 baños,Rodriguez Peña  al 2000,"Recoleta, Capital Federal"
USD 115.000,,96 m² tot.,3 amb.,1 baño,Jorge Newbery al 4500,"Chacarita, Capital Federal"
USD 550.000,,150 m² tot.,,2 baños,Carlos Pellegrini  al 1100,"Retiro, Capital Federal"
USD 970.000,$ 1.187.490 Expensas,252 m² tot.,6 amb.,4 baños,Av. Alvear al 1500,"Recoleta, Capital Federal"
USD 825.000,,418 m² tot.,5 amb.,2 baños,Constantino Gaito 6062,"Saavedra, Capital Federal"
USD 110.000,$ 180.000 Expensas,48 m² tot.,2 amb.,1 baño,Gaspar M. de Jovellanos al 800,"Barracas, Capital Federal"
USD 89.000,,36 m² tot.,1 amb.,1 baño,Av Jujuy  al 1100,"Boedo, Capital Federal"
USD 57.900,,29 m² tot.,1 amb.,1 baño,ESTADOS UNIDOS 1776. Entre Av. Entre Rios y Solis,"San Cristobal, Capital Federal"
USD 90.000,,58 m² tot.,2 amb.,1 baño,Gregoria Perez al 3200,"Colegiales, Capital Federal"
USD 178.000,$ 189.000 Expensas,57 m² tot.,2 amb.,1 baño,Departamento en Venta 2 Ambientes- Palermo Hollywood,"Palermo Hollywood, Palermo"
USD 330.000,$ 460.000 Expensas,128 m² tot.,4 amb.,2 baños,Juramento al 5000,"Villa Urquiza, Capital Federal"
USD 349.000,,119 m² tot.,4 amb.,2 baños,Av Cramer al 2700,"Belgrano, Capital Federal"
USD 296.776,$ 1 Expensas,109 m² tot.,4 amb.,2 baños,Conde 4885,"Saavedra, Capital Federal"
USD 414.900,,164 m² tot.,6 amb.,2 baños,Nicasio Oroño al 100,"Caballito Norte, Caballito"
USD 14.500,$ 100.000 Expensas,9 m² tot.,,,Juan Francisco Seguí al 3900,"Palermo, Capital Federal"
USD 272.000,$ 300.000 Expensas,102 m² tot.,4 amb.,2 baños,Laprida 1600,"Recoleta, Capital Federal"
USD 475.000,,336 m² tot.,9 amb.,2 baños,El Maestro  93,"Caballito, Capital Federal"
USD 29.900,$ 10.000 Expensas,56 m² tot.,,1 baño,Av Mariano Acosta  al 3400,"Villa Soldati, Capital Federal"
USD 240.000,$ 360.000 Expensas,83 m² tot.,3 amb.,2 baños,Senillosa 300,"Parque Rivadavia, Caballito"
USD 150.000,$ 215.000 Expensas,132 m² tot.,4 amb.,3 baños,Avenida Montes de Oca al 100,"Barracas, Capital Federal"
USD 155.000,$ 200.000 Expensas,51 m² tot.,1 amb.,1 baño,Ibera al 2400,"Núñez, Capital Federal"
USD 125.000,$ 97.750 Expensas,30 m² tot.,1 amb.,1 baño,"Blanco Encalada al 5600, Entre Ceretti y Aizpurúa","Villa Urquiza, Capital Federal"
USD 55.000,,42 m² tot.,2 amb.,1 baño,Batlle Y Ordóñez al 5500 Entre Oliden y Larrazabal,"Villa Lugano, Capital Federal"
USD 344.000,$ 385.000 Expensas,135 m² tot.,5 amb.,2 baños,Rodriguez Peña  al 1200,"Recoleta, Capital Federal"
USD 580.000,$ 630.000 Expensas,322 m² tot.,6 amb.,4 baños,Av Santa Fe al 1800,"Recoleta, Capital Federal"
USD 109.000,,47 m² tot.,2 amb.,1 baño,Cuenca al 4800,"Villa Pueyrredón, Capital Federal"
USD 316.848,$ 120.000 Expensas,98 m² tot.,1 amb.,1 baño,Sarmiento al 1820,"Congreso, Capital Federal"
USD 109.000,,65 m² tot.,3 amb.,2 baños,Avenida Boyacá e/ Avenida Avellaneda y Doctor Juan Felipe Aranguren,"Flores, Capital Federal"
USD 159.000,,49 m² tot.,2 amb.,1 baño,General Paz  al 12400,"Naón, Mataderos"
USD 600.624,,157 m² tot.,5 amb.,2 baños,Congreso al 5000,"Villa Urquiza, Capital Federal"
USD 150.000,$ 240.000 Expensas,56 m² tot.,2 amb.,1 baño,Rawson al 300,"Almagro, Capital Federal"
USD 135.000,$ 36.200 Expensas,71 m² tot.,2 amb.,1 baño,Mercedes al 3100,"Villa Devoto, Capital Federal"
USD 990.000,$ 1.000.000 Expensas,250 m² tot.,7 amb.,2 baños,Alvear al 1600,"Recoleta, Capital Federal"
USD 188.000,$ 150.000 Expensas,73 m² tot.,4 amb.,2 baños,Washington al 2800 Entre Av. Congreso y Manuel Ugarte,"Coghlan, Capital Federal"
USD 86.000,$ 160.000 Expensas,49 m² tot.,2 amb.,1 baño,Jose Gervasio Artigas 2900,"Villa del Parque, Capital Federal"
USD 411.000,,110 m² tot.,4 amb.,2 baños,Melincue al 3100,"Villa del Parque, Capital Federal"
USD 280.000,$ 450.000 Expensas,100 m² tot.,3 amb.,2 baños,Bonpland y Guatemala,"Palermo Hollywood, Palermo"
USD 142.000,,57 m² tot.,2 amb.,1 baño,Av. Triunvirato al 3800,"Parque Chas, Capital Federal"
USD 100.000,,31 m² tot.,1 amb.,1 baño,Viel  al 600,"Caballito, Capital Federal"
USD 222.000,,50 m² tot.,2 amb.,1 baño,Cerviño al 3800,"Palermo Chico, Palermo"
USD 380.000,$ 260.000 Expensas,96 m² tot.,3 amb.,2 baños,3 de Febrero  al 4800,"Núñez, Capital Federal"
USD 81.900,$ 90.000 Expensas,40 m² tot.,1 amb.,1 baño,Paez al 1700,"Caballito, Capital Federal"
USD 230.000,$ 532.000 Expensas,101 m² tot.,4 amb.,3 baños,Arenales al 2200 1°,"Barrio Norte, Capital Federal"
USD 370.000,$ 224.500 Expensas,180 m² tot.,5 amb.,1 baño,"Avenida de Mayo  al 600 3°, Entre Chacabuco y Perú","Monserrat, Capital Federal"
USD 473.319,,143 m² tot.,4 amb.,2 baños,Armenia 2327  1º A,"Palermo, Capital Federal"
USD 255.000,$ 225.000 Expensas,110 m² tot.,4 amb.,2 baños,Sánchez de Bustamante y Arenales,"Palermo, Capital Federal"
USD 260.000,,166 m² tot.,4 amb.,3 baños,Aranguren 1141,"Caballito Norte, Caballito"
USD 180.000,$ 340.000 Expensas,94 m² tot.,4 amb.,2 baños,Avenida Corrientes 3884,"Almagro Norte, Almagro"
USD 135.000,$ 170.000 Expensas,48 m² tot.,1 amb.,1 baño,Azcuenaga  al 1700,"Recoleta, Capital Federal"
USD 390.000,,88 m² tot.,3 amb.,2 baños,Pereyra Lucena al 2500,"Palermo Chico, Palermo"
USD 266.000,,61 m² tot.,2 amb.,1 baño,Anchorena Tomas Manuel de 1718/2,"Recoleta, Capital Federal"
USD 516.000,$ 100.000 Expensas,152 m² tot.,4 amb.,2 baños,Monroe al 1500,"Belgrano, Capital Federal"
USD 99.000,$ 150.000 Expensas,44 m² tot.,1 amb.,1 baño,Pedro Ignacio Rivera al 5800,"Villa Urquiza, Capital Federal"
USD 110.000,,49 m² tot.,2 amb.,1 baño,Av. Independencia 2602. Entre Saavedra y Alberti,"San Cristobal, Capital Federal"
USD 460.000,,368 m² tot.,5 amb.,2 baños,LAVOISIER 3500. Entre Crisologo Larralde y NuÑez,"Villa Urquiza, Capital Federal"
USD 95.000,$ 80.000 Expensas,34 m² tot.,1 amb.,1 baño,Cuba 2700,"Núñez, Capital Federal"
USD 142.511,,55 m² tot.,2 amb.,1 baño,Achala al 3500,"Parque Patricios, Capital Federal"
USD 490.000,$ 491.000 Expensas,133 m² tot.,4 amb.,2 baños,República de la India  y Av.  Cerviño,"Palermo, Capital Federal"
USD 159.500,$ 300.000 Expensas,61 m² tot.,3 amb.,1 baño,Coronel Diaz  al 2000,"Palermo, Capital Federal"
USD 186.000,$ 192.500 Expensas,68 m² tot.,3 amb.,1 baño,Cabildo  al 200,"Palermo, Capital Federal"
USD 1.600.000,,767 m² tot.,,,Gallo al 100,"Almagro, Capital Federal"
USD 380.000,,330 m² tot.,6 amb.,3 baños,Pasco al 100,"Congreso, Capital Federal"
USD 260.000,$ 500.000 Expensas,55 m² tot.,2 amb.,1 baño,"Espectacular Departamento en Venta -  2 Ambientes con Balcón -  Quartier Polo, Las Cañitas","Las Cañitas, Palermo"
USD 232.000,,88 m² tot.,3 amb.,2 baños,La Pampa 2868. Entre Av cramer y Vidal,"Belgrano, Capital Federal"
USD 89.800,,38 m² tot.,2 amb.,1 baño,Irigoyen al 1122,"San Telmo, Capital Federal"
USD 416.000,,116 m² tot.,4 amb.,2 baños,Gorriti al 4000,"Palermo, Capital Federal"
USD 225.000,,70 m² tot.,3 amb.,1 baño,Coronel Diaz al 1700,"Palermo, Capital Federal"
USD 195.000,,92 m² tot.,3 amb.,1 baño,Moldes 3600,"Saavedra, Capital Federal"
USD 75.000,$ 184.000 Expensas,48 m² tot.,2 amb.,1 baño,Caboto  al 400,"La Boca, Capital Federal"
USD 176.000,$ 200.000 Expensas,81 m² tot.,4 amb.,2 baños,Ramón Falcón 6000,"Villa Luro, Capital Federal"
USD 220.000,$ 355.000 Expensas,72 m² tot.,3 amb.,1 baño,Avenida Olazábal 2600,"Belgrano C, Belgrano"
USD 290.000,,150 m² tot.,4 amb.,2 baños,Holmberg al 1600,"Belgrano R, Belgrano"
USD 73.000,$ 120.000 Expensas,43 m² tot.,2 amb.,1 baño,Bufano al 700,"Flores, Capital Federal"
USD 410.000,$ 500.000 Expensas,200 m² tot.,4 amb.,3 baños,Gorostiaga 1500,"Belgrano, Capital Federal"
USD 100.000,$ 120.000 Expensas,47 m² tot.,3 amb.,1 baño,Vuelta de Obligado al 2600,"Belgrano C, Belgrano"
USD 1.440.000,$ 1.100.000 Expensas,232 m² tot.,4 amb.,4 baños,Julieta Lanteri al 1700,"Puerto Madero, Capital Federal"
USD 4.000.000,,379 m² tot.,6 amb.,5 baños,Pierina Dealessi  al 1800,"Puerto Madero, Capital Federal"
USD 95.000,$ 200.000 Expensas,48 m² tot.,3 amb.,1 baño,Av Rivadavia 6700,"Flores, Capital Federal"
USD 355.000,$ 515.000 Expensas,128 m² tot.,4 amb.,2 baños,Beauchef  912,"Caballito Sur, Caballito"
USD 195.000,$ 162.000 Expensas,83 m² tot.,3 amb.,1 baño,Charcas al 3800,"Palermo, Capital Federal"
USD 2.350.000,,355 m² tot.,5 amb.,4 baños,Quantum Bellini Torre Libertador,"Núñez, Capital Federal"
USD 104.000,$ 167.000 Expensas,54 m² tot.,2 amb.,2 baños,San Martin 900,"Retiro, Capital Federal"
USD 97.000,$ 270.000 Expensas,56 m² tot.,2 amb.,1 baño,"Yerbal 2357, Ciudad Autónoma de Buenos Aires, Argentina","Flores, Capital Federal"
USD 85.000,$ 250.000 Expensas,30 m² tot.,1 amb.,1 baño,Maure 1600,"Palermo, Capital Federal"
USD 54.000,$ 105.000 Expensas,33 m² tot.,1 amb.,1 baño,Yatay  al 700,"Almagro, Capital Federal"
USD 25.000,,15 m² tot.,,,Niceto Vega al 5700,"Palermo Hollywood, Palermo"
USD 99.000,,68 m² tot.,3 amb.,,Viamonte al 800,"San Nicolás, Capital Federal"
USD 387.000,$ 550.000 Expensas,170 m² tot.,4 amb.,2 baños,Conesa al 1800,"Belgrano R, Belgrano"
USD 119.000,,56 m² tot.,1 amb.,1 baño,Avenida Donado e/ Doctor Pedro Ignacio Rivera y Estación Drago,"Villa Urquiza, Capital Federal"
USD 215.000,,81 m² tot.,3 amb.,2 baños,Arismendi al 2700 4 Piso,"Villa Urquiza, Capital Federal"
USD 2.350.000,$ 3.000.000 Expensas,360 m² tot.,5 amb.,5 baños,Azucena Villaflor 669,"Puerto Madero, Capital Federal"
USD 58.000,$ 141.000 Expensas,21 m² tot.,1 amb.,1 baño,Emilio Lamarca  al 1600,"Villa Santa Rita, Capital Federal"
USD 109.000,,72 m² tot.,3 amb.,1 baño,Tucuman al 800,"Balvanera, Capital Federal"
USD 6.800.000,,3882 m² tot.,,,Juan Carlos Gomez  al 200,"Parque Patricios, Capital Federal"
USD 135.000,,125 m² tot.,4 amb.,2 baños,Santander 2200. Entre Lautaro y Coronel Estaban Bonorino,"Flores, Capital Federal"
USD 715.000,$ 990.000 Expensas,250 m² tot.,5 amb.,3 baños,Arcos  al 1900,"Belgrano, Capital Federal"
USD 59.999,$ 200.000 Expensas,36 m² tot.,2 amb.,1 baño,Esmeralda 900,"Retiro, Capital Federal"
USD 790.000,$ 452.240 Expensas,446 m² tot.,5 amb.,2 baños,Av. Libertador al 3100,"Palermo Chico, Palermo"
USD 180.000,,199 m² tot.,,4 baños,Av. Leandro N. Alem 790,"Catalinas, Retiro"
USD 4.900.000,$ 1 Expensas,770 m² tot.,4 amb.,3 baños,Petrona Eyle y Juana Manso,"Puerto Madero, Capital Federal"
USD 203.000,,98 m² tot.,3 amb.,1 baño,Griveo al 2900,"Villa Pueyrredón, Capital Federal"
USD 62.500,$ 96.000 Expensas,25 m² tot.,1 amb.,1 baño,Cuba al 2700,"Belgrano, Capital Federal"
USD 92.000,,44 m² tot.,3 amb.,1 baño,Av. Triunvirato 3942,"Villa Urquiza, Capital Federal"
USD 180.000,$ 450.000 Expensas,80 m² tot.,3 amb.,1 baño,Esmeralda al 1000,"Retiro, Capital Federal"
USD 159.866,,48 m² tot.,2 amb.,1 baño,Roosevelt  al 2400,"Belgrano, Capital Federal"
USD 750.000,,700 m² tot.,7 amb.,4 baños,Hidalgo e/ Avenida Gallardo y Franklin,"Caballito, Capital Federal"
USD 600.000,,423 m² tot.,5 amb.,3 baños,Galvan  al 3300,"Villa Urquiza, Capital Federal"
USD 968.700,,222 m² tot.,5 amb.,4 baños,San Jose de Calasanz  671 701,"Caballito Sur, Caballito"
USD 245.000,$ 320.452 Expensas,99 m² tot.,3 amb.,2 baños,Bucarelli 2046,"Villa Urquiza, Capital Federal"
USD 120.000,$ 230.000 Expensas,33 m² tot.,1 amb.,1 baño,Humboldt al 2300,"Palermo Hollywood, Palermo"
USD 280.000,$ 203.000 Expensas,118 m² tot.,4 amb.,2 baños,Beiro 5023,"Villa Devoto, Capital Federal"
USD 1.300.000,,1868 m² tot.,,,GANDARA 3000. Entre Andonaegui y Barzana,"Parque Chas, Capital Federal"
USD 255.800,,77 m² tot.,4 amb.,2 baños,Doctor Enrique Finochietto al 900,"Barracas, Capital Federal"
USD 115.500,$ 90.000 Expensas,70 m² tot.,3 amb.,1 baño,Gutenberg 3600 y Habana,"Villa Devoto, Capital Federal"
USD 79.000,$ 165.000 Expensas,50 m² tot.,2 amb.,1 baño,Lautaro 59,"Flores, Capital Federal"
USD 99.000,,28 m² tot.,1 amb.,1 baño,Manzanarez 2300,"Núñez, Capital Federal"
USD 598.000,$ 950.000 Expensas,304 m² tot.,8 amb.,4 baños,Avenida Callao 1700,"Recoleta, Capital Federal"
USD 147.000,,42 m² tot.,2 amb.,1 baño,Arenales 3170 5C (contado),"Recoleta, Capital Federal"
USD 114.900,$ 218.000 Expensas,50 m² tot.,3 amb.,1 baño,Coronel Ramón Lorenzo Falcón 5500,"Villa Luro, Capital Federal"
USD 92.000,,38 m² tot.,1 amb.,1 baño,Avenida Congreso 5300. Entre Bucarelli y Bauness,"Villa Urquiza, Capital Federal"
USD 129.000,$ 140.000 Expensas,41 m² tot.,1 amb.,1 baño,Avenida Cordoba  al 5200,"Villa Crespo, Capital Federal"
USD 108.000,$ 115.000 Expensas,64 m² tot.,3 amb.,1 baño,Av. Rivadavia  al 6100,"Caballito Sur, Caballito"
USD 475.000,$ 557.331 Expensas,156 m² tot.,4 amb.,2 baños,Pacheco de Melo al 2400,"Recoleta, Capital Federal"
USD 410.000,$ 980.000 Expensas,194 m² tot.,4 amb.,2 baños,Ciudad de la Paz al 1900,"Belgrano C, Belgrano"
USD 239.900,,79 m² tot.,3 amb.,1 baño,Tamborini  al 3400,"Coghlan, Capital Federal"
USD 3.600.000,$ 2.900.000 Expensas,400 m² tot.,4 amb.,5 baños,Demaría 4500,"Palermo, Capital Federal"
USD 90.000,,56 m² tot.,2 amb.,1 baño,Helguera al 2600,"Villa del Parque, Capital Federal"
USD 140.700,,44 m² tot.,1 amb.,,Las Cañitas,"Las Cañitas, Palermo"
USD 1.000.000,,300 m² tot.,,,Viel al 200,"Caballito, Capital Federal"
USD 485.000,,181 m² tot.,,,"Foullier, Felix O. al 5800","Villa Urquiza, Capital Federal"
USD 680.000,,350 m² tot.,5 amb.,3 baños,Gorostiaga al 2200,"Palermo, Capital Federal"
USD 115.000,$ 105.000 Expensas,35 m² tot.,1 amb.,1 baño,Montañeses 2200,"Belgrano, Capital Federal"
USD 239.000,,1 m² tot.,4 amb.,2 baños,Av. Nazca 1400,"Villa Santa Rita, Capital Federal"
USD 134.900,$ 210.000 Expensas,54 m² tot.,2 amb.,1 baño,Salguero al 800,"Almagro, Capital Federal"
USD 148.900,,152 m² tot.,3 amb.,2 baños,Aizpurua al 3300,"Villa Urquiza, Capital Federal"
USD 82.000,,40 m² tot.,1 amb.,1 baño,Ayacucho  al 200,"Balvanera, Capital Federal"
USD 82.000,$ 149.452 Expensas,33 m² tot.,2 amb.,,"AV CABILDO 200. Entre Santos Dumont y Matienzo, Benjamin","Palermo, Capital Federal"
USD 1.648.483,,350 m² tot.,4 amb.,4 baños,Ramsay al 1800,"Belgrano, Capital Federal"
USD 230.000,$ 265.000 Expensas,130 m² tot.,,2 baños,Pieres 255,"Liniers, Capital Federal"
USD 4.000.000,$ 2.630.000 Expensas,1310 m² tot.,,1 baño,Butty Enrique Ing. al 200,"Catalinas, Retiro"
USD 100.000,$ 60.000 Expensas,69 m² tot.,3 amb.,2 baños,ESTADOS UNIDOS 400. Entre Defensa y Bolivar,"San Telmo, Capital Federal"
USD 79.500,$ 100.000 Expensas,32 m² tot.,2 amb.,1 baño,Virgilio 2800,"Villa Real, Capital Federal"
USD 139.000,$ 175.000 Expensas,43 m² tot.,1 amb.,1 baño,Julián Alvarez  al,"Palermo, Capital Federal"
USD 189.900,$ 115.000 Expensas,60 m² tot.,2 amb.,1 baño,Mendoza al 5000,"Villa Urquiza, Capital Federal"
USD 195.000,$ 185.000 Expensas,65 m² tot.,3 amb.,1 baño,Jose Hernandez 2400,"Belgrano, Capital Federal"
USD 148.900,$ 230.000 Expensas,64 m² tot.,3 amb.,1 baño,Baldomero Fernández Moreno 1600,"Parque Chacabuco, Capital Federal"
USD 280.000,$ 298.500 Expensas,97 m² tot.,3 amb.,2 baños,Av. Santa Fe  al 1100,"Recoleta, Capital Federal"
USD 260.000,$ 415.000 Expensas,117 m² tot.,3 amb.,1 baño,Av. Córdoba al 1600,"Barrio Norte, Capital Federal"
USD 1.800.000,$ 1.400.000 Expensas,380 m² tot.,8 amb.,4 baños,Parera 79 - 6 y 7,"Recoleta, Capital Federal"
USD 119.900,$ 205.000 Expensas,45 m² tot.,2 amb.,1 baño,PAUNERO 2749,"Palermo Chico, Palermo"
USD 1.790.000,$ 1.750.000 Expensas,252 m² tot.,5 amb.,3 baños,Jeronimo Salguero  al 3000,"Palermo Chico, Palermo"
USD 590.000,,145 m² tot.,3 amb.,2 baños,Juana Manso al 100,"Puerto Madero, Capital Federal"
USD 125.000,$ 205.000 Expensas,40 m² tot.,1 amb.,1 baño,LA Pampa al 2900,"Belgrano R, Belgrano"
USD 260.000,,134 m² tot.,3 amb.,1 baño,Correa 2500,"Saavedra, Capital Federal"
USD 385.853,,162 m² tot.,1 amb.,2 baños,Ciudad DE LA PAZ 2200,"Belgrano, Capital Federal"
USD 106.300,$ 90.000 Expensas,38 m² tot.,1 amb.,1 baño,Corrientes al 1900,"Balvanera, Capital Federal"
USD 259.000,,478 m² tot.,,,Carabobo AV.  al 1400,"Parque Chacabuco, Capital Federal"
USD 190.000,$ 600.000 Expensas,100 m² tot.,4 amb.,2 baños,ESMERALDA 900,"Retiro, Capital Federal"
USD 75.000,$ 120.000 Expensas,31 m² tot.,2 amb.,1 baño,Doblas y Avenida Juan Bautista Alberdi,"Caballito, Capital Federal"
USD 54.900,$ 94.000 Expensas,28 m² tot.,1 amb.,1 baño,AV. BELGRANO 3459. Entre Virrey Liniers y Maza,"Almagro, Capital Federal"
USD 260.000,,115 m² tot.,4 amb.,2 baños,Virrey del Pino  al 2800,"Belgrano, Capital Federal"
